CategoryName,window_start,window_end,future_start,future_end,CategoryName,cur_mean,cur_sum,cur_std,coverage,volatility_ratio,intra_growth,long_mean,long_sum,long_coverage,days_since_last_sale,active_recent_flag,fallback_baseline,month,week_of_year,day_of_week,target_up
Storage,2013-12-20,2014-01-16,2014-01-17,2014-02-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,3,3,0
Storage,2013-12-27,2014-01-23,2014-01-24,2014-02-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,4,3,0
Storage,2014-01-03,2014-01-30,2014-01-31,2014-02-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,5,3,0
Storage,2014-01-10,2014-02-06,2014-02-07,2014-03-06,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,6,3,0
Storage,2014-01-17,2014-02-13,2014-02-14,2014-03-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,7,3,0
Storage,2014-01-24,2014-02-20,2014-02-21,2014-03-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,8,3,0
Storage,2014-01-31,2014-02-27,2014-02-28,2014-03-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,9,3,0
Storage,2014-02-07,2014-03-06,2014-03-07,2014-04-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,10,3,0
Storage,2014-02-14,2014-03-13,2014-03-14,2014-04-10,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,11,3,0
Storage,2014-02-21,2014-03-20,2014-03-21,2014-04-17,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,12,3,0
Storage,2014-02-28,2014-03-27,2014-03-28,2014-04-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,13,3,0
Storage,2014-03-07,2014-04-03,2014-04-04,2014-05-01,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,14,3,0
Storage,2014-03-14,2014-04-10,2014-04-11,2014-05-08,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,15,3,0
Storage,2014-03-21,2014-04-17,2014-04-18,2014-05-15,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,16,3,0
Storage,2014-03-28,2014-04-24,2014-04-25,2014-05-22,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,17,3,0
Storage,2014-04-04,2014-05-01,2014-05-02,2014-05-29,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,18,3,0
Storage,2014-04-11,2014-05-08,2014-05-09,2014-06-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,19,3,0
Storage,2014-04-18,2014-05-15,2014-05-16,2014-06-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,20,3,0
Storage,2014-04-25,2014-05-22,2014-05-23,2014-06-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,21,3,0
Storage,2014-05-02,2014-05-29,2014-05-30,2014-06-26,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,22,3,0
Storage,2014-05-09,2014-06-05,2014-06-06,2014-07-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,6,23,3,0
Storage,2014-05-16,2014-06-12,2014-06-13,2014-07-10,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,6,24,3,0
Storage,2014-05-23,2014-06-19,2014-06-20,2014-07-17,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,6,25,3,0
Storage,2014-05-30,2014-06-26,2014-06-27,2014-07-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,6,26,3,0
Storage,2014-06-06,2014-07-03,2014-07-04,2014-07-31,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,7,27,3,0
Storage,2014-06-13,2014-07-10,2014-07-11,2014-08-07,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,7,28,3,0
Storage,2014-06-20,2014-07-17,2014-07-18,2014-08-14,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,7,29,3,0
Storage,2014-06-27,2014-07-24,2014-07-25,2014-08-21,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,7,30,3,0
Storage,2014-07-04,2014-07-31,2014-08-01,2014-08-28,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,7,31,3,0
Storage,2014-07-11,2014-08-07,2014-08-08,2014-09-04,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,8,32,3,0
Storage,2014-07-18,2014-08-14,2014-08-15,2014-09-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,8,33,3,0
Storage,2014-07-25,2014-08-21,2014-08-22,2014-09-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,8,34,3,0
Storage,2014-08-01,2014-08-28,2014-08-29,2014-09-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,8,35,3,0
Storage,2014-08-08,2014-09-04,2014-09-05,2014-10-02,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,36,3,0
Storage,2014-08-15,2014-09-11,2014-09-12,2014-10-09,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,37,3,0
Storage,2014-08-22,2014-09-18,2014-09-19,2014-10-16,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,38,3,0
Storage,2014-08-29,2014-09-25,2014-09-26,2014-10-23,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,39,3,0
Storage,2014-09-05,2014-10-02,2014-10-03,2014-10-30,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,40,3,0
Storage,2014-09-12,2014-10-09,2014-10-10,2014-11-06,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,41,3,0
Storage,2014-09-19,2014-10-16,2014-10-17,2014-11-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,42,3,0
Storage,2014-09-26,2014-10-23,2014-10-24,2014-11-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,43,3,0
Storage,2014-10-03,2014-10-30,2014-10-31,2014-11-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,44,3,0
Storage,2014-10-10,2014-11-06,2014-11-07,2014-12-04,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,11,45,3,0
Storage,2014-10-17,2014-11-13,2014-11-14,2014-12-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,11,46,3,0
Storage,2014-10-24,2014-11-20,2014-11-21,2014-12-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,11,47,3,0
Storage,2014-10-31,2014-11-27,2014-11-28,2014-12-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,11,48,3,0
Storage,2014-11-07,2014-12-04,2014-12-05,2015-01-01,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,12,49,3,0
Storage,2014-11-14,2014-12-11,2014-12-12,2015-01-08,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,12,50,3,0
Storage,2014-11-21,2014-12-18,2014-12-19,2015-01-15,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,12,51,3,0
Storage,2014-11-28,2014-12-25,2014-12-26,2015-01-22,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,12,52,3,0
Storage,2014-12-05,2015-01-01,2015-01-02,2015-01-29,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,1,3,0
Storage,2014-12-12,2015-01-08,2015-01-09,2015-02-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,2,3,0
Storage,2014-12-19,2015-01-15,2015-01-16,2015-02-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,3,3,0
Storage,2014-12-26,2015-01-22,2015-01-23,2015-02-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,4,3,0
Storage,2015-01-02,2015-01-29,2015-01-30,2015-02-26,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,1,5,3,0
Storage,2015-01-09,2015-02-05,2015-02-06,2015-03-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,6,3,0
Storage,2015-01-16,2015-02-12,2015-02-13,2015-03-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,7,3,0
Storage,2015-01-23,2015-02-19,2015-02-20,2015-03-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,8,3,0
Storage,2015-01-30,2015-02-26,2015-02-27,2015-03-26,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,2,9,3,0
Storage,2015-02-06,2015-03-05,2015-03-06,2015-04-02,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,10,3,0
Storage,2015-02-13,2015-03-12,2015-03-13,2015-04-09,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,11,3,0
Storage,2015-02-20,2015-03-19,2015-03-20,2015-04-16,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,12,3,0
Storage,2015-02-27,2015-03-26,2015-03-27,2015-04-23,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,3,13,3,0
Storage,2015-03-06,2015-04-02,2015-04-03,2015-04-30,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,14,3,0
Storage,2015-03-13,2015-04-09,2015-04-10,2015-05-07,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,15,3,0
Storage,2015-03-20,2015-04-16,2015-04-17,2015-05-14,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,16,3,0
Storage,2015-03-27,2015-04-23,2015-04-24,2015-05-21,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,17,3,0
Storage,2015-04-03,2015-04-30,2015-05-01,2015-05-28,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,4,18,3,0
Storage,2015-04-10,2015-05-07,2015-05-08,2015-06-04,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,19,3,1
Storage,2015-04-17,2015-05-14,2015-05-15,2015-06-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,20,3,1
Storage,2015-04-24,2015-05-21,2015-05-22,2015-06-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,21,3,1
Storage,2015-05-01,2015-05-28,2015-05-29,2015-06-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,5,22,3,1
Storage,2015-05-08,2015-06-04,2015-06-05,2015-07-02,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,5.0,1.5333333333333334,138.0,0.011111111111111112,4.0,1,138.0,6,23,3,0
Storage,2015-05-15,2015-06-11,2015-06-12,2015-07-09,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,5.0,1.5333333333333334,138.0,0.011111111111111112,11.0,1,138.0,6,24,3,0
Storage,2015-05-22,2015-06-18,2015-06-19,2015-07-16,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,1.5333333333333334,138.0,0.011111111111111112,18.0,1,138.0,6,25,3,0
Storage,2015-05-29,2015-06-25,2015-06-26,2015-07-23,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,1.5333333333333334,138.0,0.011111111111111112,25.0,1,138.0,6,26,3,0
Storage,2015-06-05,2015-07-02,2015-07-03,2015-07-30,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,7,27,3,0
Storage,2015-06-12,2015-07-09,2015-07-10,2015-08-06,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,7,28,3,0
Storage,2015-06-19,2015-07-16,2015-07-17,2015-08-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,7,29,3,0
Storage,2015-06-26,2015-07-23,2015-07-24,2015-08-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,7,30,3,0
Storage,2015-07-03,2015-07-30,2015-07-31,2015-08-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,7,31,3,0
Storage,2015-07-10,2015-08-06,2015-08-07,2015-09-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,8,32,3,0
Storage,2015-07-17,2015-08-13,2015-08-14,2015-09-10,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,8,33,3,0
Storage,2015-07-24,2015-08-20,2015-08-21,2015-09-17,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,8,34,3,0
Storage,2015-07-31,2015-08-27,2015-08-28,2015-09-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,8,35,3,0
Storage,2015-08-07,2015-09-03,2015-09-04,2015-10-01,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,36,3,0
Storage,2015-08-14,2015-09-10,2015-09-11,2015-10-08,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,37,3,0
Storage,2015-08-21,2015-09-17,2015-09-18,2015-10-15,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,38,3,0
Storage,2015-08-28,2015-09-24,2015-09-25,2015-10-22,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,9,39,3,0
Storage,2015-09-04,2015-10-01,2015-10-02,2015-10-29,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,40,3,1
Storage,2015-09-11,2015-10-08,2015-10-09,2015-11-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,41,3,1
Storage,2015-09-18,2015-10-15,2015-10-16,2015-11-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,42,3,1
Storage,2015-09-25,2015-10-22,2015-10-23,2015-11-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0.0,10,43,3,1
Storage,2015-10-02,2015-10-29,2015-10-30,2015-11-26,Storage,4.928571428571429,138.0,25.60960836905412,0.03571428571428571,5.19615136841505,5.0,1.5333333333333334,138.0,0.011111111111111112,1.0,1,138.0,10,44,3,0
Storage,2015-10-09,2015-11-05,2015-11-06,2015-12-03,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,5.0,1.5333333333333334,138.0,0.011111111111111112,8.0,1,138.0,11,45,3,0
Storage,2015-10-16,2015-11-12,2015-11-13,2015-12-10,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,1.5333333333333334,138.0,0.011111111111111112,15.0,1,138.0,11,46,3,0
Storage,2015-10-23,2015-11-19,2015-11-20,2015-12-17,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,1.5333333333333334,138.0,0.011111111111111112,22.0,1,138.0,11,47,3,1
Storage,2015-10-30,2015-11-26,2015-11-27,2015-12-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,138.0,0.011111111111111112,28.0,0,42.93333333333334,11,48,3,1
Storage,2015-11-06,2015-12-03,2015-12-04,2015-12-31,Storage,1.7142857142857142,48.0,8.907689867497083,0.03571428571428571,5.196149391619487,5.0,2.066666666666667,186.0,0.022222222222222223,2.0,1,57.866666666666674,12,49,3,1
Storage,2015-11-13,2015-12-10,2015-12-11,2016-01-07,Storage,1.7142857142857142,48.0,8.907689867497082,0.03571428571428571,5.196149391619486,5.0,2.066666666666667,186.0,0.022222222222222223,9.0,1,57.866666666666674,12,50,3,1
Storage,2015-11-20,2015-12-17,2015-12-18,2016-01-14,Storage,8.571428571428571,240.0,36.405875282734804,0.07142857142857142,4.2473516207947055,2.999999125000255,4.2,378.0,0.03333333333333333,3.0,1,240.0,12,51,3,0
Storage,2015-11-27,2015-12-24,2015-12-25,2016-01-21,Storage,8.571428571428571,240.0,36.405875282734804,0.07142857142857142,4.2473516207947055,2.999999125000255,4.2,378.0,0.03333333333333333,10.0,1,240.0,12,52,3,0
Storage,2015-12-04,2015-12-31,2016-01-01,2016-01-28,Storage,6.857142857142857,192.0,35.63075946998832,0.03571428571428571,5.196151664934512,-0.9999999270833387,4.2,378.0,0.03333333333333333,17.0,1,192.0,12,53,3,0
Storage,2015-12-11,2016-01-07,2016-01-08,2016-02-04,Storage,6.857142857142857,192.0,35.63075946998832,0.03571428571428571,5.196151664934512,-0.9999999270833387,4.2,378.0,0.03333333333333333,24.0,1,192.0,1,1,3,0
Storage,2015-12-18,2016-01-14,2016-01-15,2016-02-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4.2,378.0,0.03333333333333333,28.0,0,117.60000000000001,1,2,3,1
Storage,2015-12-25,2016-01-21,2016-01-22,2016-02-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4.2,378.0,0.03333333333333333,28.0,0,117.60000000000001,1,3,3,1
Storage,2016-01-01,2016-01-28,2016-01-29,2016-02-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,240.0,0.022222222222222223,28.0,0,74.66666666666666,1,4,3,1
Storage,2016-01-08,2016-02-04,2016-02-05,2016-03-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,240.0,0.022222222222222223,28.0,0,74.66666666666666,2,5,3,1
Storage,2016-01-15,2016-02-11,2016-02-12,2016-03-10,Storage,2.357142857142857,66.0,12.248073567808488,0.03571428571428571,5.196150218279265,5.0,3.4,306.0,0.03333333333333333,3.0,1,95.2,2,6,3,1
Storage,2016-01-22,2016-02-18,2016-02-19,2016-03-17,Storage,15.5,434.0,68.93397462168315,0.07142857142857142,4.447352914472918,5.0,7.488888888888889,674.0,0.044444444444444446,1.0,1,434.0,2,7,3,0
Storage,2016-01-29,2016-02-25,2016-02-26,2016-03-24,Storage,15.5,434.0,68.93397462168315,0.07142857142857142,4.447352914472918,4.575756605142538,7.488888888888889,674.0,0.044444444444444446,8.0,1,434.0,2,8,3,0
Storage,2016-02-05,2016-03-03,2016-03-04,2016-03-31,Storage,15.5,434.0,68.93397462168315,0.07142857142857142,4.447352914472918,-0.9999999677419364,6.955555555555556,626.0,0.03333333333333333,15.0,1,434.0,3,9,3,0
Storage,2016-02-12,2016-03-10,2016-03-11,2016-04-07,Storage,13.142857142857142,368.0,68.29228898414428,0.03571428571428571,5.196152027347237,-0.9999999619565232,6.955555555555556,626.0,0.03333333333333333,22.0,1,368.0,3,10,3,0
Storage,2016-02-19,2016-03-17,2016-03-18,2016-04-14,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4.822222222222222,434.0,0.022222222222222223,28.0,0,135.0222222222222,3,11,3,0
Storage,2016-02-26,2016-03-24,2016-03-25,2016-04-21,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4.822222222222222,434.0,0.022222222222222223,28.0,0,135.0222222222222,3,12,3,0
Storage,2016-03-04,2016-03-31,2016-04-01,2016-04-28,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4.822222222222222,434.0,0.022222222222222223,28.0,0,135.0222222222222,3,13,3,0
Storage,2016-03-11,2016-04-07,2016-04-08,2016-05-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4.822222222222222,434.0,0.022222222222222223,28.0,0,135.0222222222222,4,14,3,0
