CategoryName,window_start,window_end,future_start,future_end,CategoryName,cur_mean,cur_sum,cur_std,coverage,volatility_ratio,intra_growth,month,week_of_year,day_of_week,target_up
Storage,2013-11-15,2013-12-12,2013-12-13,2014-01-09,Storage,0.0,0.0,0.0,0.0,0.0,0.0,12,50,3,0
Storage,2013-11-22,2013-12-19,2013-12-20,2014-01-16,Storage,0.0,0.0,0.0,0.0,0.0,0.0,12,51,3,0
Storage,2013-11-29,2013-12-26,2013-12-27,2014-01-23,Storage,0.0,0.0,0.0,0.0,0.0,0.0,12,52,3,0
Storage,2013-12-06,2014-01-02,2014-01-03,2014-01-30,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0
Storage,2013-12-13,2014-01-09,2014-01-10,2014-02-06,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0
Storage,2013-12-20,2014-01-16,2014-01-17,2014-02-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,0
Storage,2013-12-27,2014-01-23,2014-01-24,2014-02-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,0
Storage,2014-01-03,2014-01-30,2014-01-31,2014-02-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,5,3,0
Storage,2014-01-10,2014-02-06,2014-02-07,2014-03-06,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3,0
Storage,2014-01-17,2014-02-13,2014-02-14,2014-03-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,7,3,0
Storage,2014-01-24,2014-02-20,2014-02-21,2014-03-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,8,3,0
Storage,2014-01-31,2014-02-27,2014-02-28,2014-03-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,9,3,0
Storage,2014-02-07,2014-03-06,2014-03-07,2014-04-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,10,3,0
Storage,2014-02-14,2014-03-13,2014-03-14,2014-04-10,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,11,3,0
Storage,2014-02-21,2014-03-20,2014-03-21,2014-04-17,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,12,3,0
Storage,2014-02-28,2014-03-27,2014-03-28,2014-04-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,13,3,0
Storage,2014-03-07,2014-04-03,2014-04-04,2014-05-01,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,14,3,0
Storage,2014-03-14,2014-04-10,2014-04-11,2014-05-08,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,15,3,0
Storage,2014-03-21,2014-04-17,2014-04-18,2014-05-15,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,16,3,0
Storage,2014-03-28,2014-04-24,2014-04-25,2014-05-22,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,17,3,0
Storage,2014-04-04,2014-05-01,2014-05-02,2014-05-29,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,18,3,0
Storage,2014-04-11,2014-05-08,2014-05-09,2014-06-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,19,3,0
Storage,2014-04-18,2014-05-15,2014-05-16,2014-06-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,20,3,0
Storage,2014-04-25,2014-05-22,2014-05-23,2014-06-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,21,3,0
Storage,2014-05-02,2014-05-29,2014-05-30,2014-06-26,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,22,3,0
Storage,2014-05-09,2014-06-05,2014-06-06,2014-07-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,6,23,3,0
Storage,2014-05-16,2014-06-12,2014-06-13,2014-07-10,Storage,0.0,0.0,0.0,0.0,0.0,0.0,6,24,3,0
Storage,2014-05-23,2014-06-19,2014-06-20,2014-07-17,Storage,0.0,0.0,0.0,0.0,0.0,0.0,6,25,3,0
Storage,2014-05-30,2014-06-26,2014-06-27,2014-07-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,6,26,3,0
Storage,2014-06-06,2014-07-03,2014-07-04,2014-07-31,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,27,3,0
Storage,2014-06-13,2014-07-10,2014-07-11,2014-08-07,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,28,3,0
Storage,2014-06-20,2014-07-17,2014-07-18,2014-08-14,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,29,3,0
Storage,2014-06-27,2014-07-24,2014-07-25,2014-08-21,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,30,3,0
Storage,2014-07-04,2014-07-31,2014-08-01,2014-08-28,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,31,3,0
Storage,2014-07-11,2014-08-07,2014-08-08,2014-09-04,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,32,3,0
Storage,2014-07-18,2014-08-14,2014-08-15,2014-09-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,33,3,0
Storage,2014-07-25,2014-08-21,2014-08-22,2014-09-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,34,3,0
Storage,2014-08-01,2014-08-28,2014-08-29,2014-09-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,35,3,0
Storage,2014-08-08,2014-09-04,2014-09-05,2014-10-02,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,36,3,0
Storage,2014-08-15,2014-09-11,2014-09-12,2014-10-09,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,37,3,0
Storage,2014-08-22,2014-09-18,2014-09-19,2014-10-16,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,38,3,0
Storage,2014-08-29,2014-09-25,2014-09-26,2014-10-23,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,39,3,0
Storage,2014-09-05,2014-10-02,2014-10-03,2014-10-30,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,40,3,0
Storage,2014-09-12,2014-10-09,2014-10-10,2014-11-06,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,41,3,0
Storage,2014-09-19,2014-10-16,2014-10-17,2014-11-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,42,3,0
Storage,2014-09-26,2014-10-23,2014-10-24,2014-11-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,43,3,0
Storage,2014-10-03,2014-10-30,2014-10-31,2014-11-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,44,3,0
Storage,2014-10-10,2014-11-06,2014-11-07,2014-12-04,Storage,0.0,0.0,0.0,0.0,0.0,0.0,11,45,3,0
Storage,2014-10-17,2014-11-13,2014-11-14,2014-12-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,11,46,3,0
Storage,2014-10-24,2014-11-20,2014-11-21,2014-12-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,11,47,3,0
Storage,2014-10-31,2014-11-27,2014-11-28,2014-12-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,11,48,3,0
Storage,2014-11-07,2014-12-04,2014-12-05,2015-01-01,Storage,0.0,0.0,0.0,0.0,0.0,0.0,12,49,3,0
Storage,2014-11-14,2014-12-11,2014-12-12,2015-01-08,Storage,0.0,0.0,0.0,0.0,0.0,0.0,12,50,3,0
Storage,2014-11-21,2014-12-18,2014-12-19,2015-01-15,Storage,0.0,0.0,0.0,0.0,0.0,0.0,12,51,3,0
Storage,2014-11-28,2014-12-25,2014-12-26,2015-01-22,Storage,0.0,0.0,0.0,0.0,0.0,0.0,12,52,3,0
Storage,2014-12-05,2015-01-01,2015-01-02,2015-01-29,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0
Storage,2014-12-12,2015-01-08,2015-01-09,2015-02-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,0
Storage,2014-12-19,2015-01-15,2015-01-16,2015-02-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,0
Storage,2014-12-26,2015-01-22,2015-01-23,2015-02-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,0
Storage,2015-01-02,2015-01-29,2015-01-30,2015-02-26,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,5,3,0
Storage,2015-01-09,2015-02-05,2015-02-06,2015-03-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3,0
Storage,2015-01-16,2015-02-12,2015-02-13,2015-03-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,7,3,0
Storage,2015-01-23,2015-02-19,2015-02-20,2015-03-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,8,3,0
Storage,2015-01-30,2015-02-26,2015-02-27,2015-03-26,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,9,3,0
Storage,2015-02-06,2015-03-05,2015-03-06,2015-04-02,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,10,3,0
Storage,2015-02-13,2015-03-12,2015-03-13,2015-04-09,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,11,3,0
Storage,2015-02-20,2015-03-19,2015-03-20,2015-04-16,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,12,3,0
Storage,2015-02-27,2015-03-26,2015-03-27,2015-04-23,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,13,3,0
Storage,2015-03-06,2015-04-02,2015-04-03,2015-04-30,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,14,3,0
Storage,2015-03-13,2015-04-09,2015-04-10,2015-05-07,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,15,3,0
Storage,2015-03-20,2015-04-16,2015-04-17,2015-05-14,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,16,3,0
Storage,2015-03-27,2015-04-23,2015-04-24,2015-05-21,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,17,3,0
Storage,2015-04-03,2015-04-30,2015-05-01,2015-05-28,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,18,3,0
Storage,2015-04-10,2015-05-07,2015-05-08,2015-06-04,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,19,3,1
Storage,2015-04-17,2015-05-14,2015-05-15,2015-06-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,20,3,1
Storage,2015-04-24,2015-05-21,2015-05-22,2015-06-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,21,3,1
Storage,2015-05-01,2015-05-28,2015-05-29,2015-06-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,22,3,1
Storage,2015-05-08,2015-06-04,2015-06-05,2015-07-02,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,9857142.857142858,6,23,3,0
Storage,2015-05-15,2015-06-11,2015-06-12,2015-07-09,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,9857142.857142858,6,24,3,0
Storage,2015-05-22,2015-06-18,2015-06-19,2015-07-16,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,6,25,3,0
Storage,2015-05-29,2015-06-25,2015-06-26,2015-07-23,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,6,26,3,0
Storage,2015-06-05,2015-07-02,2015-07-03,2015-07-30,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,27,3,0
Storage,2015-06-12,2015-07-09,2015-07-10,2015-08-06,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,28,3,0
Storage,2015-06-19,2015-07-16,2015-07-17,2015-08-13,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,29,3,0
Storage,2015-06-26,2015-07-23,2015-07-24,2015-08-20,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,30,3,0
Storage,2015-07-03,2015-07-30,2015-07-31,2015-08-27,Storage,0.0,0.0,0.0,0.0,0.0,0.0,7,31,3,0
Storage,2015-07-10,2015-08-06,2015-08-07,2015-09-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,32,3,0
Storage,2015-07-17,2015-08-13,2015-08-14,2015-09-10,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,33,3,0
Storage,2015-07-24,2015-08-20,2015-08-21,2015-09-17,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,34,3,0
Storage,2015-07-31,2015-08-27,2015-08-28,2015-09-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,35,3,0
Storage,2015-08-07,2015-09-03,2015-09-04,2015-10-01,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,36,3,0
Storage,2015-08-14,2015-09-10,2015-09-11,2015-10-08,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,37,3,0
Storage,2015-08-21,2015-09-17,2015-09-18,2015-10-15,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,38,3,0
Storage,2015-08-28,2015-09-24,2015-09-25,2015-10-22,Storage,0.0,0.0,0.0,0.0,0.0,0.0,9,39,3,0
Storage,2015-09-04,2015-10-01,2015-10-02,2015-10-29,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,40,3,1
Storage,2015-09-11,2015-10-08,2015-10-09,2015-11-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,41,3,1
Storage,2015-09-18,2015-10-15,2015-10-16,2015-11-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,42,3,1
Storage,2015-09-25,2015-10-22,2015-10-23,2015-11-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,10,43,3,1
Storage,2015-10-02,2015-10-29,2015-10-30,2015-11-26,Storage,4.928571428571429,138.0,25.60960836905412,0.03571428571428571,5.19615136841505,9857142.857142858,10,44,3,0
Storage,2015-10-09,2015-11-05,2015-11-06,2015-12-03,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,9857142.857142858,11,45,3,0
Storage,2015-10-16,2015-11-12,2015-11-13,2015-12-10,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,11,46,3,0
Storage,2015-10-23,2015-11-19,2015-11-20,2015-12-17,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,11,47,3,1
Storage,2015-10-30,2015-11-26,2015-11-27,2015-12-24,Storage,0.0,0.0,0.0,0.0,0.0,0.0,11,48,3,1
Storage,2015-11-06,2015-12-03,2015-12-04,2015-12-31,Storage,1.7142857142857142,48.0,8.907689867497083,0.03571428571428571,5.196149391619487,3428571.4285714286,12,49,3,1
Storage,2015-11-13,2015-12-10,2015-12-11,2016-01-07,Storage,1.7142857142857142,48.0,8.907689867497082,0.03571428571428571,5.196149391619486,3428571.4285714286,12,50,3,1
Storage,2015-11-20,2015-12-17,2015-12-18,2016-01-14,Storage,8.571428571428571,240.0,36.405875282734804,0.07142857142857142,4.2473516207947055,2.999999125000255,12,51,3,0
Storage,2015-11-27,2015-12-24,2015-12-25,2016-01-21,Storage,8.571428571428571,240.0,36.405875282734804,0.07142857142857142,4.2473516207947055,2.999999125000255,12,52,3,0
Storage,2015-12-04,2015-12-31,2016-01-01,2016-01-28,Storage,6.857142857142857,192.0,35.63075946998832,0.03571428571428571,5.196151664934512,-0.9999999270833387,12,53,3,0
Storage,2015-12-11,2016-01-07,2016-01-08,2016-02-04,Storage,6.857142857142857,192.0,35.63075946998832,0.03571428571428571,5.196151664934512,-0.9999999270833387,1,1,3,0
Storage,2015-12-18,2016-01-14,2016-01-15,2016-02-11,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1
Storage,2015-12-25,2016-01-21,2016-01-22,2016-02-18,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,1
Storage,2016-01-01,2016-01-28,2016-01-29,2016-02-25,Storage,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,1
Storage,2016-01-08,2016-02-04,2016-02-05,2016-03-03,Storage,0.0,0.0,0.0,0.0,0.0,0.0,2,5,3,1
Storage,2016-01-15,2016-02-11,2016-02-12,2016-03-10,Storage,2.357142857142857,66.0,12.248073567808488,0.03571428571428571,5.196150218279265,4714285.714285715,2,6,3,1
Storage,2016-01-22,2016-02-18,2016-02-19,2016-03-17,Storage,15.5,434.0,68.93397462168315,0.07142857142857142,4.447352914472918,31000000.0,2,7,3,0
Storage,2016-01-29,2016-02-25,2016-02-26,2016-03-24,Storage,15.5,434.0,68.93397462168315,0.07142857142857142,4.447352914472918,4.575756605142538,2,8,3,0
Storage,2016-02-05,2016-03-03,2016-03-04,2016-03-31,Storage,15.5,434.0,68.93397462168315,0.07142857142857142,4.447352914472918,-0.9999999677419364,3,9,3,0
Storage,2016-02-12,2016-03-10,2016-03-11,2016-04-07,Storage,13.142857142857142,368.0,68.29228898414428,0.03571428571428571,5.196152027347237,-0.9999999619565232,3,10,3,0
Storage,2016-02-19,2016-03-17,2016-03-18,2016-04-14,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,11,3,0
Storage,2016-02-26,2016-03-24,2016-03-25,2016-04-21,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,12,3,0
Storage,2016-03-04,2016-03-31,2016-04-01,2016-04-28,Storage,0.0,0.0,0.0,0.0,0.0,0.0,3,13,3,0
Storage,2016-03-11,2016-04-07,2016-04-08,2016-05-05,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,14,3,0
Storage,2016-03-18,2016-04-14,2016-04-15,2016-05-12,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,15,3,0
Storage,2016-03-25,2016-04-21,2016-04-22,2016-05-19,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,16,3,0
Storage,2016-04-01,2016-04-28,2016-04-29,2016-05-26,Storage,0.0,0.0,0.0,0.0,0.0,0.0,4,17,3,1
Storage,2016-04-08,2016-05-05,2016-05-06,2016-06-02,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,18,3,1
Storage,2016-04-15,2016-05-12,2016-05-13,2016-06-09,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,19,3,1
Storage,2016-04-22,2016-05-19,2016-05-20,2016-06-16,Storage,0.0,0.0,0.0,0.0,0.0,0.0,5,20,3,1
Storage,2016-04-29,2016-05-26,2016-05-27,2016-06-23,Storage,5.285714285714286,148.0,27.465377091449344,0.03571428571428571,5.196151439650955,10571428.57142857,5,21,3,1
Storage,2016-05-06,2016-06-02,2016-06-03,2016-06-30,Storage,5.285714285714286,148.0,27.46537709144934,0.03571428571428571,5.196151439650954,10571428.57142857,6,22,3,1
Storage,2016-05-13,2016-06-09,2016-06-10,2016-07-07,Storage,5.285714285714286,148.0,27.46537709144934,0.03571428571428571,5.196151439650954,-0.9999999054054144,6,23,3,1
Storage,2016-05-20,2016-06-16,2016-06-17,2016-07-14,Storage,14.964285714285714,419.0,56.40255955619209,0.07142857142857142,3.769144539468572,0.8310810024653107,6,24,3,0
Storage,2016-05-27,2016-06-23,2016-06-24,2016-07-21,Storage,16.928571428571427,474.0,61.70953189362737,0.07142857142857142,3.645288588509464,33857142.85714286,6,25,3,0
Storage,2016-06-03,2016-06-30,2016-07-01,2016-07-28,Storage,16.928571428571427,474.0,61.70953189362737,0.07142857142857142,3.645288588509464,-0.25092249626230645,6,26,3,0
Storage,2016-06-10,2016-07-07,2016-07-08,2016-08-04,Storage,16.928571428571427,474.0,61.70953189362737,0.07142857142857142,3.645288588509464,-0.999999970464136,7,27,3,0
Storage,2016-06-17,2016-07-14,2016-07-15,2016-08-11,Storage,10.214285714285714,286.0,40.16782395939134,0.07142857142857142,3.93251384878521,-0.5911329641583177,7,28,3,0
Storage,2016-06-24,2016-07-21,2016-07-22,2016-08-18,Storage,2.9642857142857144,83.0,15.402880395880373,0.03571428571428571,5.1961506697883335,5928571.428571429,7,29,3,1
Storage,2016-07-01,2016-07-28,2016-07-29,2016-08-25,Storage,2.9642857142857144,83.0,15.402880395880373,0.03571428571428571,5.1961506697883335,-0.9999998313253297,7,30,3,1
Storage,2016-07-08,2016-08-04,2016-08-05,2016-09-01,Storage,2.9642857142857144,83.0,15.402880395880373,0.03571428571428571,5.1961506697883335,-0.9999998313253297,8,31,3,1
Storage,2016-07-15,2016-08-11,2016-08-12,2016-09-08,Storage,0.0,0.0,0.0,0.0,0.0,0.0,8,32,3,1
Storage,2016-07-22,2016-08-18,2016-08-19,2016-09-15,Storage,4.928571428571429,138.0,25.60960836905412,0.03571428571428571,5.19615136841505,9857142.857142858,8,33,3,1
Storage,2016-07-29,2016-08-25,2016-08-26,2016-09-22,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,9857142.857142858,8,34,3,1
Storage,2016-08-05,2016-09-01,2016-09-02,2016-09-29,Storage,4.928571428571429,138.0,25.609608369054122,0.03571428571428571,5.196151368415051,-0.999999898550735,9,35,3,1
Storage,2016-08-12,2016-09-08,2016-09-09,2016-10-06,Storage,10.642857142857142,298.0,32.63676091871413,0.10714285714285714,3.066541006244455,0.1594202736820012,9,36,3,0
Storage,2016-08-19,2016-09-15,2016-09-16,2016-10-13,Storage,7.392857142857143,207.0,22.85878900322319,0.10714285714285714,3.0920096884733237,14785714.285714287,9,37,3,1
Storage,2016-08-26,2016-09-22,2016-09-23,2016-10-20,Storage,10.071428571428571,282.0,26.012261629893715,0.14285714285714285,2.5827774940399086,-0.2374999792187519,9,38,3,0
Storage,2016-09-02,2016-09-29,2016-09-30,2016-10-27,Storage,10.071428571428571,282.0,26.01226162989371,0.14285714285714285,2.582777494039908,-0.6376811162920986,9,39,3,0
Storage,2016-09-09,2016-10-06,2016-10-07,2016-11-03,Storage,9.035714285714286,253.0,28.478666379862492,0.10714285714285714,3.1517888157551894,0.07377048333781355,10,40,3,0
Storage,2016-09-16,2016-10-13,2016-10-14,2016-11-10,Storage,10.214285714285714,286.0,30.627202128240214,0.10714285714285714,2.9984670476701005,1.8133329948445078,10,41,3,0
Storage,2016-09-23,2016-10-20,2016-10-21,2016-11-17,Storage,7.535714285714286,211.0,28.01209195898027,0.07142857142857142,3.717243937292025,-0.3893129354932741,10,42,3,0
Storage,2016-09-30,2016-10-27,2016-10-28,2016-11-24,Storage,9.892857142857142,277.0,29.98611498405111,0.10714285714285714,3.0310871288194643,-0.6872037458727374,10,43,3,0
Storage,2016-10-07,2016-11-03,2016-11-04,2016-12-01,Storage,6.428571428571429,180.0,19.598521393623717,0.10714285714285714,3.0486584092168254,0.24999995625000768,11,44,3,1
Storage,2016-10-14,2016-11-10,2016-11-11,2016-12-08,Storage,3.5714285714285716,100.0,13.56842071931463,0.07142857142857142,3.7991567376442097,-0.4848483820018584,11,45,3,1
Storage,2016-10-21,2016-11-17,2016-11-18,2016-12-15,Storage,3.5714285714285716,100.0,13.56842071931463,0.07142857142857142,3.7991567376442097,-0.9999998600000196,11,46,3,1
Storage,2016-10-28,2016-11-24,2016-11-25,2016-12-22,Storage,1.2142857142857142,34.0,6.309613656143767,0.03571428571428571,5.196148143525808,-0.9999995882354636,11,47,3,1
Storage,2016-11-04,2016-12-01,2016-12-02,2016-12-29,Storage,16.035714285714285,449.0,63.52866740010098,0.07142857142857142,3.9616983881409187,32071428.57142857,12,48,3,0
Storage,2016-11-11,2016-12-08,2016-12-09,2017-01-05,Storage,19.75,553.0,65.49243413228301,0.10714285714285714,3.316072446390408,39500000.0,12,49,3,0
Storage,2016-11-18,2016-12-15,2016-12-16,2017-01-12,Storage,19.75,553.0,65.49243413228301,0.10714285714285714,3.316072446390408,-0.7683741408524767,12,50,3,0
Storage,2016-11-25,2016-12-22,2016-12-23,2017-01-19,Storage,19.75,553.0,65.49243413228301,0.10714285714285714,3.316072446390408,-0.999999974683545,12,51,3,0
Storage,2016-12-02,2016-12-29,2016-12-30,2017-01-26,Storage,3.7142857142857144,104.0,19.299994712910344,0.03571428571428571,5.196151023742893,-0.9999998653846335,12,52,3,1
Storage,2016-12-09,2017-01-05,2017-01-06,2017-02-02,Storage,7.321428571428571,205.0,38.04325880910213,0.03571428571428571,5.19615171298835,14642857.142857144,1,1,3,0
Storage,2016-12-16,2017-01-12,2017-01-13,2017-02-09,Storage,7.321428571428571,205.0,38.04325880910213,0.03571428571428571,5.19615171298835,14642857.142857144,1,2,3,0
Storage,2016-12-23,2017-01-19,2017-01-20,2017-02-16,Storage,7.321428571428571,205.0,38.04325880910213,0.03571428571428571,5.19615171298835,-0.9999999317073218,1,3,3,1
Storage,2016-12-30,2017-01-26,2017-01-27,2017-02-23,Storage,7.321428571428571,205.0,38.04325880910213,0.03571428571428571,5.19615171298835,-0.9999999317073218,1,4,3,1
